Signal Name,ESR_A1_Class2_DUT1_V1_Maxwell_Testaufbau_50F_06-02-2025.csv (Time Cut)
holding_voltage,2.988263514969223
unloading_parameter,[-2.96857450e-08  1.65621875e-04 -3.18143244e-01  2.12287285e+02]
max_diff_time,1813.24
U3,0.009507793457062874





time,value,derivative
1910.91,1.982734,-0.007700000000014029
1910.92,1.982965,0.030850000000043565
1910.93,1.983351,0.0
1910.94,1.982965,-0.027000000000029445
1910.95,1.982811,-0.023150000000015325
1910.96,1.982502,-0.023150000000029536
1910.97,1.982348,-0.003849999999999909
1910.98,1.982425,0.015400000000013847
1910.99,1.982656,-0.015450000000015507
1911.0,1.982116,-0.03855000000002917
1911.01,1.981885,-0.027000000000029445
1911.02,1.981576,-0.003849999999999909
1911.03,1.981808,0.019300000000015416
1911.04,1.981962,0.011550000000013938
1911.05,1.982039,-0.027000000000015234
1911.06,1.981422,-0.03860000000004504
1911.07,1.981267,-0.019300000000029627
1911.08,1.981036,0.007749999999234092
1911.0900000000001,1.981422,0.015449999999304964
1911.1000000000001,1.981345,-0.00385000000001412
1911.1100000000001,1.981345,-0.030900000000031014
1911.1200000000001,1.980727,-0.05020000000004643
1911.13,1.980341,-0.015400000000013847
1911.14,1.980419,0.019300000000015416
1911.15,1.980727,0.007700000000014029
1911.16,1.980573,-0.015400000000013847
1911.17,1.980419,-0.03475000000003092
1911.18,1.979878,-0.03475000000003092
1911.19,1.979724,-0.019250000000027967
1911.2,1.979493,0.0
1911.21,1.979724,0.006000000000014438
1911.22,1.979613,0.0
1911.23,1.979724,-0.009900000000016007
1911.24,1.979415,-0.019300000000015416
1911.25,1.979338,-0.003849999999999909
1911.26,1.979338,0.019300000000015416
1911.27,1.979724,0.003849999999999909
1911.28,1.979415,-0.05015000000004477
1911.29,1.978721,-0.04625000000002899
1911.3,1.97849,0.00385000000001412
1911.31,1.978798,0.015400000000013847
1911.32,1.978798,0.003849999999999909
1911.33,1.978875,-0.02699999999893521
