"","Kanal 1 Durchschn. (V)","Kanal 4 Durchschn. (V)"
"149569","2,963888","0,002259"
"149570","2,963282","0,002076"
"149571","2,963585","0,002015"
"149572","2,963812","0,002564"
"149573","2,963585","0,002503"
"149574","2,963282","0,002259"
"149575","2,963206","0,002137"
"149576","2,963736","0,002503"
"149577","2,963509","0,002503"
"149578","2,963358","0,002259"
"149579","2,962979","0,002259"
"149580","2,963509","0,002442"
"149581","2,963736","0,002320"
"149582","2,963585","0,002198"
"149583","2,961465","0,001221"
"149584","2,963358","0,002442"
"149585","2,963963","0,002625"
"149586","2,963888","0,002259"
"149587","2,963282","0,002076"
"149588","2,963585","0,002381"
"149589","2,963660","0,002503"
"149590","2,963660","0,002442"
"149591","2,963206","0,002259"
"149592","2,963131","0,002320"
"149593","2,963888","0,002564"
"149594","2,964115","0,002869"
"149595","2,963585","0,002564"
"149596","2,963433","0,002381"
"149597","2,963736","0,002442"
"149598","2,963812","0,002564"
"149599","2,963282","0,002503"
"149600","2,963131","0,002198"
"149601","2,963660","0,002564"
"149602","2,963812","0,002808"
"149603","2,963963","0,002930"
"149604","2,963206","0,002381"
"149605","2,963206","0,002259"
"149606","2,963358","0,002381"
"149607","2,963585","0,002747"
"149608","2,963282","0,002320"
"149609","2,963131","0,002198"
"149610","2,963282","0,002442"
"149611","2,963963","0,002625"
"149612","2,963812","0,002442"
"149613","2,963131","0,002137"
"149614","2,963282","0,002320"
"149615","2,963736","0,002747"
"149616","2,964115","0,002808"
"149617","2,963433","0,002686"
"149618","2,963660","0,002625"
"149619","2,963736","0,002930"
"149620","2,963888","0,002747"
"149621","2,963433","0,002686"
"149622","2,962828","0,002442"
"149623","2,962979","0,002442"
"149624","2,963131","0,002442"
"149625","2,962979","0,002137"
"149626","2,962979","0,002320"
"149627","2,963131","0,002625"
"149628","2,963509","0,002808"
"149629","2,963585","0,002564"
"149630","2,963131","0,002137"
"149631","2,962904","0,002320"
"149632","2,963358","0,002381"
"149633","2,963736","0,002503"
"149634","2,963358","0,002198"
"149635","2,963131","0,002320"
"149636","2,963282","0,002442"
"149637","2,963509","0,002625"
"149638","2,963282","0,002259"
"149639","2,963282","0,002320"
"149640","2,963206","0,002320"
"149641","2,963585","0,002686"
"149642","2,963736","0,002320"
"149643","2,962904","0,001954"
"149644","2,963433","0,002381"
"149645","2,963888","0,002503"
"149646","2,963812","0,002442"
"149647","2,963585","0,002137"
"149648","2,963055","0,002198"
"149649","2,963736","0,002564"
"149650","2,963358","0,002564"
"149651","2,963585","0,002198"
"149652","2,963206","0,002137"
"149653","2,963206","0,002442"
"149654","2,963585","0,002564"
"149655","2,963660","0,002320"
"149656","2,963358","0,002198"
"149657","2,962979","0,002259"
"149658","2,963585","0,002625"
"149659","2,963585","0,002503"
"149660","2,962979","0,002198"
"149661","2,963055","0,002442"
"149662","2,963660","0,002442"
"149663","2,963509","0,002503"
"149664","2,963585","0,002259"
"149665","2,963282","0,002076"
"149666","2,963585","0,002320"
"149667","2,963585","0,002503"
"149668","2,963585","0,002320"
"149669","2,963433","0,002137"
"149670","2,963585","0,002198"
"149671","2,963888","0,002503"
"149672","2,963888","0,002381"
"149673","2,963509","0,002137"
"149674","2,963358","0,002259"
"149675","2,963509","0,002381"
"149676","2,963509","0,002503"
"149677","2,963358","0,002259"
"149678","2,962979","0,002137"
"149679","2,963509","0,002442"
"149680","2,963660","0,002625"
"149681","2,963736","0,002564"
"149682","2,962979","0,002259"
"149683","2,962677","0,002076"
"149684","2,963433","0,002564"
"149685","2,963433","0,002564"
"149686","2,963585","0,002259"
"149687","2,962222","0,001832"
"149688","2,963812","0,002625"
"149689","2,963888","0,002625"
"149690","2,963509","0,002381"
"149691","2,963055","0,002198"
"149692","2,963206","0,002442"
"149693","2,963963","0,002503"
"149694","2,963660","0,002442"
"149695","2,962979","0,002259"
"149696","2,963131","0,002320"
"149697","2,963736","0,002625"
"149698","2,963433","0,002442"
"149699","2,962979","0,002198"
"149700","2,963055","0,002381"
"149701","2,963812","0,002808"
"149702","2,963736","0,002625"
"149703","2,963888","0,002381"
"149704","2,963736","0,002198"
"149705","2,963812","0,002625"
"149706","2,963888","0,002564"
"149707","2,963509","0,002686"
"149708","2,963206","0,002381"
"149709","2,963585","0,002564"
"149710","2,963585","0,002686"
"149711","2,963660","0,002381"
"149712","2,963206","0,002442"
"149713","2,963282","0,002564"
"149714","2,963660","0,002747"
"149715","2,964039","0,002869"
"149716","2,963660","0,002686"
"149717","2,963660","0,002564"
"149718","2,963888","0,002686"
"149719","2,963736","0,002625"
"149720","2,963206","0,002320"
"149721","2,963055","0,002442"
"149722","2,963509","0,002564"
"149723","2,963660","0,002442"
"149724","2,963358","0,002564"
"149725","2,962979","0,002259"
"149726","2,963055","0,002259"
"149727","2,963660","0,002564"
"149728","2,963888","0,002564"
"149729","2,963433","0,002259"
"149730","2,963812","0,002198"
"149731","2,964039","0,002564"
"149732","2,963812","0,002564"
"149733","2,963433","0,002320"
"149734","2,963585","0,002381"
"149735","2,963812","0,002442"
"149736","2,963585","0,002503"
"149737","2,963736","0,002381"
"149738","2,963131","0,002259"
"149739","2,963206","0,002381"
"149740","2,963736","0,002869"
"149741","2,963660","0,002625"
"149742","2,962677","0,002076"
"149743","2,963282","0,002381"
"149744","2,963433","0,002564"
"149745","2,963812","0,002686"
"149746","2,963358","0,002320"
"149747","2,963055","0,002015"
"149748","2,963433","0,002503"
"149749","2,963736","0,002686"
"149750","2,963963","0,002259"
"149751","2,963585","0,002137"
"149752","2,963282","0,002137"
"149753","2,963660","0,002503"
"149754","2,963282","0,002259"
"149755","2,963206","0,002259"
"149756","2,963206","0,002198"
"149757","2,963433","0,002625"
"149758","2,963585","0,002564"
"149759","2,963433","0,002320"
"149760","2,962904","0,002137"
"149761","2,963131","0,002503"
"149762","2,963433","0,002442"
"149763","2,963585","0,002259"
"149764","2,962828","0,002320"
"149765","2,963206","0,002381"
"149766","2,963660","0,002503"
"149767","2,963660","0,002320"
"149768","2,963282","0,002198"
"149769","2,963131","0,002320"
"149770","2,963509","0,002503"
"149771","2,964039","0,002503"
"149772","2,963736","0,002198"
"149773","2,963433","0,002198"
"149774","2,963660","0,002442"
"149775","2,963888","0,002503"
"149776","2,963433","0,002198"
"149777","2,963055","0,002137"
"149778","2,963131","0,002259"
"149779","2,963660","0,002564"
"149780","2,963736","0,002442"
"149781","2,963282","0,002137"
"149782","2,963131","0,002259"
"149783","2,964115","0,003053"
"149784","2,963660","0,002564"
"149785","2,963055","0,002259"
"149786","2,963206","0,002320"
"149787","2,963585","0,002381"
"149788","2,963963","0,002564"
"149789","2,963888","0,002381"
"149790","2,963206","0,002198"
"149791","2,963358","0,002381"
"149792","2,964039","0,002564"
"149793","2,963585","0,002503"
"149794","2,963509","0,002015"
"149795","2,962752","0,002320"
"149796","2,963585","0,002625"
"149797","2,963736","0,002564"
"149798","2,963282","0,002259"
"149799","2,962752","0,002259"
"149800","2,963131","0,002442"
"149801","2,963509","0,002625"
"149802","2,963206","0,002381"
"149803","2,963055","0,002198"
"149804","2,963131","0,002320"
"149805","2,963736","0,002625"
"149806","2,963736","0,002381"
"149807","2,962979","0,002320"
"149808","2,962979","0,002442"
"149809","2,963206","0,002503"
"149810","2,963660","0,002686"
"149811","2,963509","0,002564"
"149812","2,963131","0,002381"
"149813","2,963282","0,002503"
"149814","2,963660","0,002503"
"149815","2,963888","0,002381"
"149816","2,963131","0,002259"
"149817","2,963206","0,002381"
"149818","2,963585","0,002625"
"149819","2,963660","0,002503"
"149820","2,963736","0,002198"
"149821","2,963131","0,002320"
"149822","2,963131","0,002503"
"149823","2,963812","0,002625"
"149824","2,963358","0,002259"
"149825","2,963358","0,002076"
"149826","2,963282","0,002625"
"149827","2,963660","0,002991"
"149828","2,963585","0,002503"
"149829","2,963282","0,002381"
"149830","2,963131","0,002381"
"149831","2,963509","0,002381"
"149832","2,963509","0,002381"
"149833","2,962979","0,002320"
"149834","2,963282","0,002259"
"149835","2,963660","0,002747"
"149836","2,963509","0,002686"
"149837","2,963206","0,002259"
"149838","2,963131","0,002320"
"149839","2,963282","0,002198"
"149840","2,963509","0,002503"
"149841","2,963509","0,002625"
"149842","2,963282","0,002198"
"149843","2,963282","0,002381"
"149844","2,963433","0,002442"
"149845","2,963509","0,002625"
"149846","2,963131","0,002198"
"149847","2,962979","0,002198"
"149848","2,963660","0,002503"
"149849","2,963888","0,002747"
"149850","2,963509","0,002198"
"149851","2,963206","0,002137"
"149852","2,963433","0,002320"
"149853","2,963660","0,002747"
"149854","2,963585","0,002564"
"149855","2,963812","0,002320"
"149856","2,963433","0,002381"
"149857","2,964039","0,002869"
"149858","2,963963","0,002564"
"149859","2,963736","0,002198"
"149860","2,962904","0,002076"
"149861","2,962979","0,002381"
"149862","2,963282","0,002625"
"149863","2,963358","0,002442"
"149864","2,962752","0,002076"
"149865","2,963055","0,002259"
"149866","2,963433","0,002564"
"149867","2,963433","0,002564"
"149868","2,963055","0,002137"
"149869","2,963055","0,002320"
"149870","2,963358","0,002625"
"149871","2,963509","0,002503"
"149872","2,962979","0,002320"
"149873","2,963206","0,002564"
"149874","2,963433","0,002564"
"149875","2,963736","0,002503"
"149876","2,963888","0,002503"
"149877","2,962979","0,002381"
"149878","2,963131","0,002320"
"149879","2,963963","0,002686"
"149880","2,964039","0,002686"
"149881","2,963812","0,002503"
"149882","2,963812","0,002320"
"149883","2,964115","0,002564"
"149884","2,964039","0,002503"
"149885","2,963963","0,002442"
"149886","2,963660","0,002320"
"149887","2,963358","0,002442"
"149888","2,964418","0,002747"
"149889","2,964039","0,002747"
"149890","2,963812","0,002259"
"149891","2,963585","0,002503"
"149892","2,963433","0,002503"
"149893","2,963812","0,002381"
"149894","2,963888","0,002381"
"149895","2,963509","0,002381"
"149896","2,963736","0,002625"
"149897","2,963888","0,002747"
"149898","2,963736","0,002381"
"149899","2,963509","0,002259"
"149900","2,963358","0,002320"
"149901","2,963963","0,002686"
"149902","2,964191","0,002564"
"149903","2,963433","0,002381"
"149904","2,963206","0,002320"
"149905","2,963736","0,002564"
"149906","2,963812","0,002808"
"149907","2,963585","0,002442"
"149908","2,963206","0,002259"
"149909","2,963282","0,002442"
"149910","2,963660","0,002625"
"149911","2,963509","0,002442"
"149912","2,962979","0,002320"
"149913","2,963282","0,002503"
"149914","2,963585","0,002686"
"149915","2,963585","0,002808"
"149916","2,963131","0,002381"
"149917","2,963055","0,002503"
"149918","2,963131","0,002686"
"149919","2,962979","0,002442"
"149920","2,963131","0,002198"
"149921","2,962904","0,002198"
"149922","2,963055","0,002442"
"149923","2,963433","0,002564"
"149924","2,963509","0,002503"
"149925","2,963206","0,002198"
"149926","2,962904","0,002259"
"149927","2,963358","0,002503"
"149928","2,963888","0,002564"
"149929","2,963660","0,002625"
"149930","2,962979","0,002137"
"149931","2,963509","0,002259"
"149932","2,963660","0,002625"
"149933","2,963963","0,002503"
"149934","2,963660","0,002137"
"149935","2,963055","0,002259"
"149936","2,963812","0,002686"
"149937","2,964418","0,002686"
"149938","2,963585","0,002198"
"149939","2,963131","0,002198"
"149940","2,963736","0,002381"
"149941","2,964342","0,002686"
"149942","2,964342","0,002625"
"149943","2,963585","0,002259"
"149944","2,963812","0,002564"
"149945","2,963812","0,002503"
"149946","2,963812","0,002564"
"149947","2,963358","0,002381"
"149948","2,963358","0,002503"
"149949","2,963509","0,002564"
"149950","2,963812","0,002625"
"149951","2,963358","0,002320"
"149952","2,963433","0,002137"
"149953","2,963358","0,002320"
"149954","2,963736","0,002503"
"149955","2,963963","0,002442"
"149956","2,963358","0,002320"
"149957","2,963358","0,002381"
"149958","2,963660","0,002625"
"149959","2,963963","0,002381"
"149960","2,963660","0,002320"
"149961","2,963358","0,002198"
"149962","2,963433","0,002503"
"149963","2,964493","0,002564"
"149964","2,963888","0,002503"
"149965","2,963282","0,002259"
"149966","2,963509","0,002381"
"149967","2,964191","0,002747"
"149968","2,964039","0,002686"
"149969","2,963509","0,002137"
"149970","2,963433","0,002198"
"149971","2,963888","0,002503"
"149972","2,964266","0,002686"
"149973","2,964342","0,002503"
"149974","2,963509","0,002198"
"149975","2,964039","0,002625"
"149976","2,963888","0,002686"
"149977","2,963812","0,002442"
"149978","2,963433","0,002103"
"149979","2,963055","0,002198"
"149980","2,963736","0,002564"
"149981","2,964191","0,002503"
"149982","2,963888","0,002503"
"149983","2,962601","0,001526"
"149984","2,963888","0,002503"
"149985","2,964115","0,002808"
"149986","2,963736","0,002503"
"149987","2,963509","0,002198"
"149988","2,963585","0,002564"
"149989","2,963963","0,002686"
"149990","2,964115","0,002442"
"149991","2,963660","0,002259"
"149992","2,963282","0,002259"
"149993","2,963888","0,002564"
"149994","2,963585","0,002564"
"149995","2,963736","0,002137"
"149996","2,963585","0,002381"
"149997","2,963509","0,002564"
"149998","2,963812","0,002625"
"149999","2,964266","0,002503"
"150000","2,964266","0,002381"
"150001","2,963963","0,002564"
"150002","2,964266","0,002564"
"150003","2,963963","0,002442"
"150004","2,963660","0,002442"
"150005","2,963433","0,002137"
"150006","2,963358","0,002503"
"150007","2,963888","0,002747"
"150008","2,963736","0,002503"
"150009","2,963055","0,002137"
"150010","2,963585","0,002320"
"150011","2,963585","0,002381"
"150012","2,964039","0,002564"
"150013","2,963736","0,002198"
"150014","2,963585","0,002320"
"150015","2,963963","0,002442"
"150016","2,964039","0,002564"
"150017","2,964039","0,002442"
"150018","2,963358","0,002381"
"150019","2,963585","0,002381"
"150020","2,963963","0,002686"
"150021","2,963888","0,002503"
"150022","2,964039","0,002442"
"150023","2,963812","0,002320"
"150024","2,964493","0,002503"
"150025","2,964493","0,002686"
"150026","2,964342","0,002564"
"150027","2,964039","0,002198"
"150028","2,963963","0,002625"
"150029","2,964418","0,002747"
"150030","2,964191","0,002381"
"150031","2,963433","0,002320"
"150032","2,963660","0,002381"
"150033","2,963963","0,002747"
"150034","2,964115","0,002564"
"150035","2,963736","0,002442"
"150036","2,963282","0,002320"
"150037","2,963888","0,002381"
"150038","2,963585","0,002503"
"150039","2,963812","0,002259"
"150040","2,963433","0,002137"
"150041","2,963282","0,002259"
"150042","2,963736","0,002625"
"150043","2,963660","0,002320"
"150044","2,963660","0,002381"
"150045","2,963282","0,002259"
"150046","2,963509","0,002442"
"150047","2,963660","0,002625"
"150048","2,963433","0,002381"
"150049","2,963206","0,002381"
"150050","2,963509","0,002442"
"150051","2,963812","0,002686"
"150052","2,963736","0,002381"
"150053","2,962979","0,002076"
"150054","2,963055","0,002198"
"150055","2,963585","0,002503"
"150056","2,963812","0,002625"
"150057","2,963358","0,002198"
"150058","2,963206","0,002381"
"150059","2,963509","0,002503"
"150060","2,963736","0,002625"
"150061","2,963585","0,002625"
"150062","2,963055","0,002259"
"150063","2,963509","0,002320"
"150064","2,963888","0,002747"
"150065","2,963660","0,002747"
"150066","2,963585","0,002503"
"150067","2,963963","0,002442"
"150068","2,964191","0,002625"
"150069","2,964039","0,002808"
"150070","2,964115","0,002503"
"150071","2,963585","0,002259"
"150072","2,964039","0,002564"
"150073","2,964342","0,002808"
"150074","2,963963","0,002564"
"150075","2,963963","0,002381"
"150076","2,963736","0,002442"
"150077","2,964039","0,002442"
"150078","2,964115","0,002625"
"150079","2,963736","0,002137"
"150080","2,963282","0,002381"
"150081","2,963736","0,002625"
"150082","2,964115","0,002503"
"150083","2,964342","0,002503"
"150084","2,963888","0,002259"
"150085","2,963585","0,002381"
"150086","2,964115","0,002686"
"150087","2,964266","0,002686"
"150088","2,963736","0,002381"
"150089","2,963282","0,002442"
"150090","2,964039","0,002503"
"150091","2,963888","0,002564"
"150092","2,963660","0,002503"
"150093","2,963131","0,002442"
"150094","2,963206","0,002442"
"150095","2,963736","0,002747"
"150096","2,963358","0,002503"
"150097","2,963131","0,002198"
"150098","2,963131","0,002320"
"150099","2,963585","0,002564"
"150100","2,963812","0,002503"
"150101","2,963585","0,002503"
"150102","2,963660","0,002381"
"150103","2,963812","0,002503"
"150104","2,964039","0,002503"
"150105","2,963888","0,002320"
"150106","2,963358","0,002259"
"150107","2,963585","0,002442"
"150108","2,963736","0,002747"
"150109","2,963963","0,002564"
"150110","2,963509","0,002381"
"150111","2,963433","0,002320"
"150112","2,963736","0,002564"
"150113","2,964115","0,002625"
"150114","2,963963","0,002442"
"150115","2,963282","0,002320"
"150116","2,963433","0,002503"
"150117","2,963585","0,002625"
"150118","2,964039","0,002686"
"150119","2,963509","0,002381"
"150120","2,963206","0,002259"
"150121","2,963509","0,002564"
"150122","2,963888","0,002625"
"150123","2,963736","0,002259"
"150124","2,963585","0,002198"
"150125","2,963433","0,002442"
"150126","2,963812","0,002625"
"150127","2,963888","0,002564"
"150128","2,963509","0,002137"
"150129","2,963509","0,002442"
"150130","2,963509","0,002381"
"150131","2,963660","0,002625"
"150132","2,963509","0,002259"
"150133","2,963131","0,002259"
"150134","2,963433","0,002198"
"150135","2,963963","0,002503"
"150136","2,964039","0,002442"
"150137","2,963509","0,002320"
"150138","2,963282","0,002503"
"150139","2,963736","0,002625"
"150140","2,964115","0,002564"
"150141","2,963660","0,002198"
"150142","2,963358","0,002198"
"150143","2,963509","0,002564"
"150144","2,964266","0,002625"
"150145","2,963812","0,002503"
"150146","2,963282","0,002320"
"150147","2,963358","0,002198"
"150148","2,963660","0,002625"
"150149","2,963812","0,002625"
"150150","2,963433","0,002381"
"150151","2,962904","0,002259"
"150152","2,963433","0,002503"
"150153","2,963888","0,002564"
"150154","2,963509","0,002747"
"150155","2,962979","0,002076"
"150156","2,963282","0,002137"
"150157","2,963585","0,002442"
"150158","2,963131","0,002320"
"150159","2,963131","0,002259"
"150160","2,963358","0,002198"
"150161","2,963660","0,002442"
"150162","2,964191","0,002564"
"150163","2,964039","0,002381"
"150164","2,963736","0,002137"
"150165","2,963736","0,002442"
"150166","2,963963","0,002686"
"150167","2,964039","0,002442"
"150168","2,963509","0,002198"
"150169","2,963433","0,002381"
"150170","2,963963","0,002503"
"150171","2,964039","0,002564"
"150172","2,963433","0,002259"
"150173","2,963131","0,002137"
"150174","2,963660","0,002503"
"150175","2,963812","0,002747"
"150176","2,963585","0,002320"
"150177","2,963055","0,002198"
"150178","2,963282","0,002442"
"150179","2,963736","0,002503"
"150180","2,963585","0,002625"
"150181","2,963206","0,002320"
"150182","2,963206","0,002381"
"150183","2,963736","0,003053"
"150184","2,963509","0,002503"
"150185","2,963660","0,002564"
"150186","2,963206","0,002381"
"150187","2,963358","0,002442"
"150188","2,963433","0,002625"
"150189","2,963509","0,002564"
"150190","2,962904","0,002198"
"150191","2,963131","0,002137"
"150192","2,963585","0,002442"
"150193","2,963585","0,002503"
"150194","2,963433","0,002076"
"150195","2,963131","0,002198"
"150196","2,963433","0,002442"
"150197","2,963812","0,002686"
"150198","2,963358","0,002259"
"150199","2,962979","0,002259"
"150200","2,963660","0,002320"
"150201","2,963812","0,002625"
"150202","2,963812","0,002381"
"150203","2,963433","0,002381"
"150204","2,963736","0,002381"
"150205","2,964039","0,002503"
"150206","2,963888","0,002503"
"150207","2,963963","0,002259"
"150208","2,963358","0,002198"
"150209","2,963888","0,002625"
"150210","2,963963","0,002564"
"150211","2,964191","0,002442"
"150212","2,963433","0,002137"
"150213","2,963282","0,002442"
"150214","2,963585","0,002625"
"150215","2,963433","0,002503"
"150216","2,962979","0,002259"
"150217","2,963206","0,002259"
"150218","2,963812","0,002625"
"150219","2,963585","0,002503"
"150220","2,963660","0,002320"
"150221","2,963206","0,002198"
"150222","2,963585","0,002381"
"150223","2,963888","0,002503"
"150224","2,963585","0,002503"
"150225","2,963509","0,002320"
"150226","2,963433","0,002137"
"150227","2,964115","0,002564"
"150228","2,964191","0,002686"
"150229","2,963812","0,002564"
"150230","2,963433","0,002381"
"150231","2,963433","0,002320"
"150232","2,963509","0,002503"
"150233","2,963585","0,002503"
"150234","2,963433","0,002198"
"150235","2,963433","0,002259"
"150236","2,963660","0,002747"
"150237","2,963963","0,002747"
"150238","2,963433","0,002381"
"150239","2,962979","0,002259"
"150240","2,963358","0,002503"
"150241","2,963585","0,002625"
"150242","2,963282","0,002381"
"150243","2,962904","0,002320"
"150244","2,963509","0,002320"
"150245","2,963963","0,002686"
"150246","2,963509","0,002503"
"150247","2,963131","0,002320"
"150248","2,963131","0,002320"
"150249","2,963585","0,002625"
"150250","2,963433","0,002442"
"150251","2,962904","0,002137"
"150252","2,963055","0,002320"
"150253","2,963433","0,002625"
"150254","2,963736","0,002442"
"150255","2,963660","0,002442"
"150256","2,963358","0,002259"
"150257","2,962979","0,002320"
"150258","2,963585","0,002625"
"150259","2,963736","0,002625"
"150260","2,963433","0,002381"
"150261","2,963509","0,002320"
"150262","2,963812","0,002747"
"150263","2,964115","0,002686"
"150264","2,963812","0,002503"
"150265","2,963282","0,002259"
"150266","2,963131","0,002564"
"150267","2,963358","0,002747"
"150268","2,963358","0,002625"
"150269","2,963282","0,002503"
"150270","2,963358","0,002442"
"150271","2,963660","0,002808"
"150272","2,963433","0,002747"
"150273","2,963358","0,002381"
"150274","2,962601","0,002015"
"150275","2,962752","0,002320"
"150276","2,963282","0,002564"
"150277","2,963358","0,002442"
"150278","2,962904","0,002198"
"150279","2,963055","0,002259"
"150280","2,963509","0,002747"
"150281","2,963585","0,002625"
"150282","2,963131","0,002381"
"150283","2,963055","0,002259"
"150284","2,963358","0,002381"
"150285","2,963660","0,002625"
"150286","2,963282","0,002198"
"150287","2,961844","0,001526"
"150288","2,963206","0,002564"
"150289","2,963433","0,002625"
"150290","2,963509","0,002564"
"150291","2,963206","0,002442"
"150292","2,963358","0,002503"
"150293","2,963660","0,002442"
"150294","2,963585","0,002442"
"150295","2,963206","0,002259"
"150296","2,962979","0,002320"
"150297","2,963358","0,002564"
"150298","2,963736","0,002869"
"150299","2,963282","0,002625"
"150300","2,963206","0,001954"
"150301","2,963282","0,002320"
"150302","2,963736","0,002808"
"150303","2,963736","0,002381"
"150304","2,963131","0,002137"
"150305","2,963055","0,002198"
"150306","2,963433","0,002564"
"150307","2,963509","0,002564"
"150308","2,963055","0,002259"
"150309","2,963206","0,002198"
"150310","2,963206","0,002564"
"150311","2,963888","0,002686"
"150312","2,963812","0,002503"
"150313","2,963358","0,002442"
"150314","2,962979","0,002442"
"150315","2,963282","0,002503"
"150316","2,963358","0,002442"
"150317","2,963055","0,002259"
"150318","2,963055","0,002259"
"150319","2,963433","0,002564"
"150320","2,963736","0,002686"
"150321","2,963585","0,002320"
"150322","2,963433","0,002320"
"150323","2,963660","0,002442"
"150324","2,963736","0,002442"
"150325","2,963358","0,002442"
"150326","2,963206","0,002198"
"150327","2,963055","0,002442"
"150328","2,963812","0,002686"
"150329","2,963660","0,002564"
"150330","2,963206","0,002259"
"150331","2,963206","0,002320"
"150332","2,963585","0,002625"
"150333","2,963206","0,002381"
"150334","2,963055","0,002198"
"150335","2,962979","0,002035"
"150336","2,962979","0,002198"
"150337","2,963585","0,002625"
"150338","2,963433","0,002503"
"150339","2,962979","0,002259"
"150340","2,962904","0,002198"
"150341","2,963358","0,002381"
"150342","2,963433","0,002442"
"150343","2,963282","0,002198"
"150344","2,963131","0,002381"
"150345","2,963509","0,002625"
"150346","2,963585","0,002686"
"150347","2,963509","0,002625"
"150348","2,962828","0,002198"
"150349","2,963358","0,002381"
"150350","2,963509","0,002686"
"150351","2,963660","0,002442"
"150352","2,963055","0,002259"
"150353","2,962979","0,002198"
"150354","2,963433","0,002503"
"150355","2,963282","0,002503"
"150356","2,963282","0,002320"
"150357","2,962677","0,002320"
"150358","2,963433","0,002503"
"150359","2,963585","0,002930"
"150360","2,963509","0,002564"
"150361","2,962904","0,002198"
"150362","2,962979","0,002381"
"150363","2,963433","0,002686"
"150364","2,963433","0,002442"
"150365","2,963131","0,002381"
"150366","2,963055","0,002503"
"150367","2,963433","0,002503"
"150368","2,963509","0,002564"
"150369","2,963206","0,002381"
"150370","2,962979","0,002320"
"150371","2,963509","0,002747"
"150372","2,963358","0,002686"
"150373","2,963358","0,002625"
"150374","2,963055","0,002259"
"150375","2,962979","0,002381"
"150376","2,963282","0,002564"
"150377","2,963509","0,002686"
"150378","2,963206","0,002381"
"150379","2,962904","0,002442"
"150380","2,963433","0,002625"
"150381","2,963433","0,002564"
"150382","2,963282","0,002259"
"150383","2,961465","0,001526"
"150384","2,962904","0,002442"
"150385","2,963131","0,002625"
"150386","2,963358","0,002564"
"150387","2,963131","0,002442"
"150388","2,963282","0,002564"
"150389","2,963585","0,002686"
"150390","2,963433","0,002625"
"150391","2,963282","0,002320"
"150392","2,962677","0,002137"
"150393","2,963131","0,002442"
"150394","2,963358","0,002320"
"150395","2,962979","0,002442"
"150396","2,962904","0,002259"
"150397","2,963433","0,002503"
"150398","2,963585","0,002442"
"150399","2,963282","0,002503"
"150400","2,963055","0,002442"
"150401","2,963206","0,002381"
"150402","2,963660","0,002503"
"150403","2,963358","0,002442"
"150404","2,963131","0,002503"
"150405","2,962979","0,002198"
"150406","2,963433","0,002442"
"150407","2,963509","0,002503"
"150408","2,962979","0,002259"
"150409","2,962979","0,002076"
"150410","2,963131","0,002503"
"150411","2,963585","0,002625"
"150412","2,963206","0,002198"
"150413","2,962979","0,002076"
"150414","2,962979","0,002503"
"150415","2,963358","0,002625"
"150416","2,963433","0,002503"
"150417","2,962752","0,002259"
"150418","2,962904","0,002442"
"150419","2,963585","0,002625"
"150420","2,963585","0,002442"
"150421","2,963131","0,002381"
"150422","2,962601","0,002259"
"150423","2,963206","0,002442"
"150424","2,963358","0,002625"
"150425","2,963055","0,002442"
"150426","2,962979","0,002137"
"150427","2,963055","0,002442"
"150428","2,963358","0,002381"
"150429","2,963358","0,002503"
"150430","2,962828","0,002076"
"150431","2,962979","0,002320"
"150432","2,963282","0,002320"
"150433","2,963585","0,002442"
"150434","2,963131","0,002320"
"150435","2,962601","0,002076"
"150436","2,963358","0,002442"
"150437","2,963660","0,002625"
"150438","2,963358","0,002686"
"150439","2,962979","0,002503"
"150440","2,962979","0,002625"
"150441","2,963660","0,002625"
"150442","2,963660","0,002442"
"150443","2,963055","0,002381"
"150444","2,962904","0,002259"
"150445","2,963282","0,002625"
"150446","2,963206","0,002564"
"150447","2,963282","0,002381"
"150448","2,962828","0,002320"
"150449","2,963358","0,002625"
"150450","2,963131","0,002625"
"150451","2,962752","0,002137"
"150452","2,962525","0,002076"
"150453","2,962601","0,002381"
"150454","2,963358","0,002686"
"150455","2,963433","0,002625"
"150456","2,963206","0,002381"
"150457","2,963131","0,002625"
"150458","2,963433","0,002808"
"150459","2,963585","0,002747"
"150460","2,962828","0,002198"
"150461","2,962677","0,002076"
"150462","2,962979","0,002442"
"150463","2,963433","0,002259"
"150464","2,962979","0,002198"
"150465","2,962601","0,002137"
"150466","2,962904","0,002381"
"150467","2,963206","0,002564"
"150468","2,963282","0,002503"
"150469","2,962828","0,002259"
"150470","2,962828","0,002137"
"150471","2,963282","0,002686"
"150472","2,963509","0,002686"
"150473","2,962979","0,002503"
"150474","2,962828","0,002259"
"150475","2,963131","0,002503"
"150476","2,963206","0,002686"
"150477","2,962979","0,002442"
"150478","2,963206","0,002259"
"150479","2,962601","0,002442"
"150480","2,963282","0,002503"
"150481","2,963131","0,002503"
"150482","2,962752","0,002198"
"150483","2,962601","0,002137"
"150484","2,963206","0,002686"
"150485","2,963206","0,002381"
"150486","2,963282","0,002503"
"150487","2,962601","0,002381"
"150488","2,962752","0,002747"
"150489","2,963509","0,002686"
"150490","2,963812","0,002381"
"150491","2,963358","0,002381"
"150492","2,963206","0,002564"
"150493","2,963660","0,002503"
"150494","2,963660","0,002625"
"150495","2,963509","0,002381"
"150496","2,963433","0,002442"
"150497","2,963585","0,002808"
"150498","2,963433","0,002381"
