"","Kanal 1 Durchschn. (V)","Kanal 4 Durchschn. (V)"
"239611","2,364479","2,481624"
"239612","2,364403","2,482296"
"239613","2,364781","2,480464"
"239614","2,364933","2,479060"
"239615","2,365009","2,479670"
"239616","2,364630","2,479487"
"239617","2,364176","2,479182"
"239618","2,364781","2,480098"
"239619","2,364706","2,481380"
"239620","2,364857","2,477412"
"239621","2,364479","2,478327"
"239622","2,364479","2,481868"
"239623","2,364327","2,480342"
"239624","2,364706","2,479670"
"239625","2,365084","2,480220"
"239626","2,364403","2,478022"
"239627","2,364176","2,476007"
"239628","2,364100","2,480525"
"239629","2,364630","2,478510"
"239630","2,364857","2,479548"
"239631","2,364554","2,478877"
"239632","2,364252","2,481136"
"239633","2,364024","2,480220"
"239634","2,364630","2,480342"
"239635","2,364554","2,479731"
"239636","2,364479","2,477900"
"239637","2,364100","2,478999"
"239638","2,363873","2,477473"
"239639","2,364403","2,478327"
"239640","2,364554","2,479365"
"239641","2,364706","2,477717"
"239642","2,364706","2,479548"
"239643","2,364024","2,479548"
"239644","2,364252","2,478388"
"239645","2,364024","2,478755"
"239646","2,364706","2,477228"
"239647","2,364706","2,476191"
"239648","2,364327","2,479243"
"239649","2,364024","2,480830"
"239650","2,364479","2,476496"
"239651","2,364327","2,479670"
"239652","2,364252","2,478632"
"239653","2,364176","2,480464"
"239654","2,363949","2,477167"
"239655","2,363873","2,481136"
"239656","2,364024","2,478388"
"239657","2,364176","2,481380"
"239658","2,364024","2,480525"
"239659","2,363646","2,478571"
"239660","2,363873","2,481868"
"239661","2,363722","2,479182"
"239662","2,363949","2,482173"
"239663","2,364554","2,479975"
"239664","2,364630","2,479182"
"239665","2,363646","2,479853"
"239666","2,363949","2,477717"
"239667","2,364024","2,476068"
"239668","2,365009","2,477534"
"239669","2,364100","2,479914"
"239670","2,363646","2,479731"
"239671","2,363949","2,479731"
"239672","2,364554","2,481929"
"239673","2,364706","2,478571"
"239674","2,364479","2,481014"
"239675","2,364176","2,479914"
"239676","2,363570","2,481563"
"239677","2,364252","2,479731"
"239678","2,364403","2,477839"
"239679","2,365311","2,480769"
"239680","2,363873","2,484371"
"239681","2,363646","2,478266"
"239682","2,363646","2,480586"
"239683","2,363949","2,479792"
"239684","2,364024","2,481624"
"239685","2,363797","2,479792"
"239686","2,363797","2,481807"
"239687","2,363722","2,480647"
"239688","2,363722","2,480037"
"239689","2,364176","2,481075"
"239690","2,364100","2,481990"
"239691","2,363495","2,480098"
"239692","2,363419","2,482112"
"239693","2,363873","2,478938"
"239694","2,363722","2,481441"
"239695","2,364176","2,482112"
"239696","2,363797","2,482234"
"239697","2,363797","2,479792"
"239698","2,363646","2,479853"
"239699","2,363646","2,480830"
"239700","2,364176","2,478205"
"239701","2,363949","2,479365"
"239702","2,364024","2,480342"
"239703","2,363797","2,479609"
"239704","2,363646","2,481685"
"239705","2,363797","2,480708"
"239706","2,364176","2,477350"
"239707","2,363570","2,477717"
"239708","2,363267","2,480220"
"239709","2,363419","2,479731"
"239710","2,363722","2,479670"
"239711","2,363646","2,482112"
"239712","2,363873","2,480525"
"239713","2,363192","2,480647"
"239714","2,363267","2,478144"
"239715","2,362889","2,478266"
"239716","2,363419","2,480342"
"239717","2,363192","2,480037"
"239718","2,363116","2,477350"
"239719","2,363419","2,478266"
"239720","2,363495","2,474725"
"239721","2,363570","2,478877"
"239722","2,363797","2,478571"
"239723","2,363495","2,480037"
"239724","2,363040","2,479487"
"239725","2,363343","2,476435"
"239726","2,363570","2,480403"
"239727","2,363495","2,479426"
"239728","2,363949","2,480769"
"239729","2,363646","2,478022"
"239730","2,363646","2,478510"
"239731","2,363192","2,478938"
"239732","2,363495","2,477900"
"239733","2,363646","2,476068"
"239734","2,363419","2,475458"
"239735","2,363192","2,479243"
"239736","2,363495","2,479792"
"239737","2,363267","2,479548"
"239738","2,363570","2,475885"
"239739","2,363797","2,478632"
"239740","2,363646","2,477595"
"239741","2,362965","2,476862"
"239742","2,362965","2,477350"
"239743","2,363343","2,477412"
"239744","2,363873","2,476862"
"239745","2,363722","2,476862"
"239746","2,363419","2,477350"
"239747","2,363192","2,477778"
"239748","2,363495","2,478693"
"239749","2,363419","2,481685"
"239750","2,363722","2,477534"
"239751","2,363116","2,478144"
"239752","2,363267","2,476740"
"239753","2,362662","2,477595"
"239754","2,363267","2,480708"
"239755","2,363267","2,478999"
"239756","2,363419","2,479731"
"239757","2,362889","2,475458"
"239758","2,362813","2,476374"
"239759","2,362813","2,477778"
"239760","2,363343","2,480037"
"239761","2,363040","2,478388"
"239762","2,363419","2,480098"
"239763","2,363040","2,477534"
"239764","2,362965","2,477778"
"239765","2,363267","2,477961"
"239766","2,363343","2,480952"
"239767","2,363192","2,479060"
"239768","2,362586","2,476923"
"239769","2,362359","2,478449"
"239770","2,362965","2,478816"
"239771","2,363116","2,481319"
"239772","2,363419","2,479182"
"239773","2,362737","2,479548"
"239774","2,362435","2,479060"
"239775","2,362132","2,478266"
"239776","2,362965","2,477900"
"239777","2,362889","2,479731"
"239778","2,362889","2,479487"
"239779","2,362662","2,481990"
"239780","2,362737","2,478999"
"239781","2,362889","2,480159"
"239782","2,363343","2,479853"
"239783","2,364933","2,481075"
"239784","2,363192","2,478877"
"239785","2,362737","2,481319"
"239786","2,362737","2,481258"
"239787","2,362965","2,478693"
"239788","2,363267","2,480403"
"239789","2,362889","2,481075"
"239790","2,362737","2,482357"
"239791","2,362510","2,481685"
"239792","2,362813","2,480647"
"239793","2,362737","2,482234"
"239794","2,362889","2,481685"
"239795","2,362662","2,480281"
"239796","2,362510","2,481319"
"239797","2,362510","2,482112"
"239798","2,362662","2,482845"
"239799","2,362889","2,480281"
"239800","2,362586","2,481380"
"239801","2,362586","2,480708"
"239802","2,362510","2,480464"
"239803","2,362435","2,484554"
"239804","2,362662","2,481197"
"239805","2,362359","2,484371"
"239806","2,362662","2,480769"
"239807","2,362283","2,480037"
"239808","2,362208","2,483333"
"239809","2,362662","2,483883"
"239810","2,362813","2,481807"
"239811","2,362662","2,482112"
"239812","2,362283","2,480159"
"239813","2,361980","2,480952"
"239814","2,362283","2,482234"
"239815","2,362510","2,483883"
"239816","2,362586","2,483089"
"239817","2,362208","2,481319"
"239818","2,362435","2,483211"
"239819","2,362208","2,482723"
"239820","2,362586","2,483150"
"239821","2,362586","2,482296"
"239822","2,362435","2,482845"
"239823","2,362132","2,481075"
"239824","2,362283","2,480830"
"239825","2,362208","2,483639"
"239826","2,362510","2,479731"
"239827","2,362283","2,480708"
"239828","2,362359","2,480647"
"239829","2,361905","2,481014"
"239830","2,362056","2,477717"
"239831","2,362208","2,481563"
"239832","2,362208","2,481014"
"239833","2,361905","2,479548"
"239834","2,361678","2,480403"
"239835","2,361905","2,480159"
"239836","2,362359","2,478999"
"239837","2,362359","2,477228"
"239838","2,362359","2,481075"
"239839","2,361753","2,478510"
"239840","2,361980","2,478816"
"239841","2,362056","2,478755"
"239842","2,362359","2,479609"
"239843","2,362435","2,476862"
"239844","2,362208","2,477900"
"239845","2,361678","2,478022"
"239846","2,362132","2,477473"
"239847","2,362056","2,480403"
"239848","2,362586","2,477900"
"239849","2,362359","2,478083"
"239850","2,361753","2,479609"
"239851","2,361980","2,478999"
"239852","2,361905","2,480281"
"239853","2,362132","2,475946"
"239854","2,362359","2,477778"
"239855","2,362359","2,477961"
"239856","2,361753","2,478999"
"239857","2,361829","2,475153"
"239858","2,362132","2,476984"
"239859","2,362208","2,479060"
"239860","2,361980","2,477595"
"239861","2,361602","2,473809"
"239862","2,361753","2,478938"
"239863","2,361753","2,477106"
"239864","2,361905","2,478571"
"239865","2,362208","2,478266"
"239866","2,361905","2,473871"
"239867","2,361375","2,473809"
"239868","2,361753","2,477900"
"239869","2,362056","2,478449"
"239870","2,362283","2,476801"
"239871","2,361678","2,477350"
"239872","2,361602","2,478205"
"239873","2,361829","2,478693"
"239874","2,361753","2,474237"
"239875","2,361829","2,479792"
"239876","2,362132","2,476923"
"239877","2,361905","2,474359"
"239878","2,361451","2,478510"
"239879","2,361148","2,472528"
"239880","2,361678","2,480220"
"239881","2,362056","2,479060"
"239882","2,361829","2,477839"
"239883","2,361375","2,478205"
"239884","2,361526","2,478816"
"239885","2,361829","2,479670"
"239886","2,361980","2,478144"
"239887","2,361678","2,479304"
"239888","2,361223","2,478388"
"239889","2,361223","2,477473"
"239890","2,361148","2,477045"
"239891","2,361299","2,479914"
"239892","2,361526","2,478999"
"239893","2,361299","2,479853"
"239894","2,361072","2,480037"
"239895","2,361072","2,480769"
"239896","2,361678","2,479792"
"239897","2,361602","2,477839"
"239898","2,361526","2,482051"
"239899","2,361299","2,480708"
"239900","2,361526","2,481258"
"239901","2,361451","2,480098"
"239902","2,361905","2,480159"
"239903","2,361678","2,481319"
"239904","2,361602","2,481441"
"239905","2,360996","2,481197"
"239906","2,361299","2,484066"
"239907","2,361829","2,484310"
"239908","2,361753","2,481929"
"239909","2,361602","2,482357"
"239910","2,361375","2,484005"
"239911","2,361072","2,483089"
"239912","2,361299","2,481380"
"239913","2,361829","2,481929"
"239914","2,361829","2,481685"
"239915","2,361223","2,479975"
"239916","2,361072","2,481624"
"239917","2,361375","2,481929"
"239918","2,361753","2,482662"
"239919","2,361148","2,481380"
"239920","2,361451","2,482479"
"239921","2,361299","2,483639"
"239922","2,360921","2,482296"
"239923","2,361451","2,480098"
"239924","2,361678","2,479792"
"239925","2,361602","2,483272"
"239926","2,361375","2,478816"
"239927","2,360769","2,483761"
"239928","2,361299","2,480281"
"239929","2,361223","2,482967"
"239930","2,361905","2,480342"
"239931","2,361451","2,480098"
"239932","2,361072","2,482540"
"239933","2,361072","2,479487"
"239934","2,361678","2,481441"
"239935","2,361526","2,479853"
"239936","2,361526","2,479060"
"239937","2,360921","2,477534"
"239938","2,360694","2,479121"
"239939","2,361451","2,477839"
"239940","2,361602","2,480159"
"239941","2,361375","2,480098"
"239942","2,361223","2,481441"
"239943","2,360845","2,478449"
"239944","2,361148","2,478877"
"239945","2,361072","2,477228"
"239946","2,361602","2,479609"
"239947","2,360921","2,477778"
"239948","2,360769","2,474786"
"239949","2,360845","2,479731"
"239950","2,360769","2,478266"
"239951","2,361223","2,478205"
"239952","2,360921","2,476313"
"239953","2,360315","2,477350"
"239954","2,360769","2,477106"
"239955","2,361148","2,478755"
"239956","2,360921","2,477412"
"239957","2,360921","2,477167"
"239958","2,360921","2,474664"
"239959","2,360466","2,474786"
"239960","2,360845","2,475458"
"239961","2,361223","2,475763"
"239962","2,361148","2,478449"
"239963","2,360769","2,476313"
"239964","2,360845","2,476557"
"239965","2,360694","2,478571"
"239966","2,360845","2,478755"
"239967","2,360996","2,477900"
"239968","2,360845","2,476068"
"239969","2,360845","2,479975"
"239970","2,360618","2,477289"
"239971","2,360769","2,475946"
"239972","2,360466","2,477289"
"239973","2,361223","2,479426"
"239974","2,361072","2,476435"
"239975","2,360542","2,476007"
"239976","2,360845","2,474481"
"239977","2,360466","2,479853"
"239978","2,360845","2,478022"
"239979","2,360769","2,478388"
"239980","2,360845","2,479670"
"239981","2,360466","2,482357"
"239982","2,360466","2,481197"
"239983","2,361148","2,485653"
"239984","2,361072","2,480037"
"239985","2,360618","2,478205"
"239986","2,360315","2,480403"
"239987","2,359937","2,478693"
"239988","2,360694","2,481502"
"239989","2,360845","2,482479"
"239990","2,360769","2,482173"
"239991","2,360466","2,479182"
"239992","2,360315","2,482296"
"239993","2,360542","2,478449"
"239994","2,361072","2,482662"
"239995","2,360694","2,482234"
"239996","2,360618","2,480647"
"239997","2,360239","2,480159"
"239998","2,360542","2,481136"
"239999","2,360466","2,482662"
"240000","2,360769","2,484554"
"240001","2,360769","2,483516"
"240002","2,360694","2,481319"
"240003","2,359937","2,481380"
"240004","2,360391","2,481258"
"240005","2,360694","2,482601"
"240006","2,360315","2,483028"
"240007","2,359861","2,482906"
"240008","2,360164","2,482112"
"240009","2,359937","2,482173"
"240010","2,360391","2,480708"
"240011","2,360012","2,482173"
"240012","2,360012","2,481441"
"240013","2,359785","2,483211"
"240014","2,359937","2,481624"
"240015","2,360391","2,481746"
"240016","2,360769","2,481563"
"240017","2,360769","2,479853"
"240018","2,360391","2,483516"
"240019","2,359937","2,480525"
"240020","2,360088","2,482051"
"240021","2,360466","2,483700"
"240022","2,360391","2,480464"
"240023","2,360012","2,480342"
"240024","2,359937","2,480708"
"240025","2,360012","2,482601"
"240026","2,360391","2,481319"
"240027","2,360088","2,478449"
"240028","2,360542","2,482051"
"240029","2,360012","2,481380"
"240030","2,360012","2,481563"
"240031","2,360012","2,482234"
"240032","2,360466","2,479609"
"240033","2,360542","2,478693"
"240034","2,360164","2,478205"
"240035","2,359634","2,479304"
"240036","2,360315","2,480159"
"240037","2,360088","2,478449"
"240038","2,360239","2,478144"
"240039","2,360012","2,481502"
"240040","2,359785","2,477717"
"240041","2,360164","2,477289"
"240042","2,360164","2,477167"
"240043","2,360542","2,480708"
"240044","2,360088","2,476496"
"240045","2,360012","2,474847"
"240046","2,359709","2,475702"
"240047","2,360012","2,479670"
"240048","2,360542","2,478877"
"240049","2,359861","2,476679"
"240050","2,359634","2,477839"
"240051","2,360315","2,475763"
"240052","2,359937","2,479243"
"240053","2,360012","2,476191"
"240054","2,360012","2,477350"
"240055","2,359861","2,478205"
"240056","2,360012","2,477595"
"240057","2,360012","2,476130"
"240058","2,359937","2,477106"
"240059","2,360012","2,477717"
"240060","2,360088","2,477595"
"240061","2,359785","2,477289"
"240062","2,359709","2,477534"
"240063","2,359407","2,477106"
"240064","2,359709","2,476130"
"240065","2,359785","2,479670"
"240066","2,360012","2,476557"
"240067","2,359407","2,480586"
"240068","2,359482","2,474359"
"240069","2,359634","2,478632"
"240070","2,359861","2,478755"
"240071","2,359634","2,478938"
"240072","2,358952","2,478877"
"240073","2,359255","2,477961"
"240074","2,359861","2,479487"
"240075","2,359709","2,476557"
"240076","2,359785","2,479365"
"240077","2,359634","2,480586"
"240078","2,359558","2,479060"
"240079","2,359255","2,477717"
"240080","2,359937","2,481441"
"240081","2,360088","2,480586"
"240082","2,359558","2,481502"
"240083","2,359179","2,481258"
"240084","2,359482","2,479426"
"240085","2,359634","2,479548"
"240086","2,360012","2,480647"
"240087","2,359785","2,478327"
"240088","2,359255","2,481441"
"240089","2,359179","2,481563"
"240090","2,359634","2,482357"
"240091","2,359709","2,481075"
"240092","2,359558","2,482418"
"240093","2,359331","2,480403"
"240094","2,359407","2,480220"
"240095","2,359558","2,482418"
"240096","2,360164","2,481990"
"240097","2,359634","2,478938"
"240098","2,359482","2,481258"
"240099","2,359407","2,482112"
"240100","2,359407","2,484676"
"240101","2,359634","2,483211"
"240102","2,359785","2,481807"
"240103","2,359709","2,481502"
"240104","2,359179","2,482662"
"240105","2,359028","2,481258"
"240106","2,359028","2,480830"
"240107","2,359709","2,479609"
"240108","2,359407","2,480708"
"240109","2,359179","2,481014"
"240110","2,358801","2,482540"
"240111","2,359255","2,482479"
"240112","2,359255","2,480830"
"240113","2,359407","2,479792"
"240114","2,359407","2,480525"
"240115","2,359179","2,481807"
"240116","2,358725","2,479731"
"240117","2,359407","2,480586"
"240118","2,359861","2,479426"
"240119","2,359331","2,481197"
"240120","2,359482","2,481502"
"240121","2,359255","2,481258"
"240122","2,358877","2,482051"
"240123","2,359104","2,482967"
"240124","2,359331","2,477595"
"240125","2,359331","2,480586"
"240126","2,358725","2,477839"
"240127","2,359028","2,480403"
"240128","2,359331","2,479609"
"240129","2,359331","2,479975"
"240130","2,359179","2,477839"
"240131","2,358574","2,478266"
"240132","2,358952","2,479243"
"240133","2,359028","2,479304"
"240134","2,359255","2,477228"
"240135","2,359028","2,478877"
"240136","2,358877","2,477473"
"240137","2,358952","2,475641"
"240138","2,358725","2,479121"
"240139","2,359104","2,480159"
"240140","2,359331","2,478632"
"240141","2,358952","2,478083"
"240142","2,358347","2,474969"
"240143","2,358877","2,479121"
"240144","2,359255","2,479487"
"240145","2,359104","2,476801"
"240146","2,359028","2,475336"
"240147","2,358725","2,475397"
"240148","2,358725","2,478693"
"240149","2,359179","2,478449"
"240150","2,359255","2,479975"
"240151","2,359028","2,477045"
"240152","2,359028","2,478144"
"240153","2,358725","2,479121"
"240154","2,358801","2,476984"
"240155","2,359179","2,477656"
"240156","2,358952","2,476923"
"240157","2,358801","2,477350"
"240158","2,358498","2,478693"
"240159","2,358877","2,477473"
"240160","2,359104","2,477717"
"240161","2,359104","2,477228"
"240162","2,358650","2,477045"
"240163","2,358195","2,475030"
"240164","2,358801","2,477289"
"240165","2,358574","2,479365"
"240166","2,358801","2,478266"
"240167","2,358801","2,479182"
"240168","2,358347","2,477289"
"240169","2,358498","2,478388"
"240170","2,358952","2,478938"
"240171","2,359255","2,479365"
"240172","2,358801","2,479548"
"240173","2,358574","2,479365"
"240174","2,358195","2,481258"
"240175","2,358574","2,477900"
"240176","2,358801","2,478755"
"240177","2,358952","2,480708"
"240178","2,358650","2,480220"
"240179","2,358347","2,477534"
"240180","2,358498","2,481258"
"240181","2,358650","2,480891"
"240182","2,358498","2,479609"
"240183","2,358877","2,481990"
"240184","2,358347","2,482662"
"240185","2,358422","2,481929"
"240186","2,358498","2,480220"
"240187","2,358877","2,479304"
"240188","2,358347","2,482723"
"240189","2,357968","2,480037"
"240190","2,358120","2,484921"
"240191","2,358195","2,484127"
"240192","2,358574","2,484371"
"240193","2,358725","2,479914"
"240194","2,358725","2,479792"
"240195","2,358347","2,481868"
"240196","2,358574","2,481441"
"240197","2,358498","2,480891"
"240198","2,358725","2,482906"
"240199","2,358271","2,478816"
"240200","2,358120","2,483516"
"240201","2,358195","2,481197"
"240202","2,358195","2,482845"
"240203","2,358650","2,483700"
"240204","2,358574","2,482967"
"240205","2,357968","2,479060"
"240206","2,358195","2,482357"
"240207","2,358120","2,479182"
"240208","2,358271","2,483639"
"240209","2,358574","2,480952"
"240210","2,358574","2,482173"
"240211","2,358271","2,479853"
"240212","2,358044","2,483028"
"240213","2,358650","2,482112"
"240214","2,358952","2,479548"
"240215","2,358195","2,480403"
"240216","2,358120","2,478510"
"240217","2,358574","2,481258"
"240218","2,358498","2,480159"
"240219","2,358650","2,478327"
"240220","2,358574","2,480952"
"240221","2,357968","2,479365"
"240222","2,357893","2,480220"
"240223","2,358120","2,481014"
"240224","2,358271","2,479548"
"240225","2,358120","2,481014"
"240226","2,358120","2,479060"
"240227","2,357665","2,478571"
"240228","2,358195","2,476679"
"240229","2,358120","2,480952"
"240230","2,358347","2,479121"
"240231","2,357968","2,478388"
"240232","2,357438","2,476130"
"240233","2,358044","2,479426"
"240234","2,358422","2,477228"
"240235","2,358195","2,477534"
"240236","2,358271","2,477595"
"240237","2,357438","2,476130"
"240238","2,357817","2,474664"
"240239","2,358120","2,476618"
"240240","2,358422","2,475519"
"240241","2,357817","2,476801"
"240242","2,358044","2,475824"
"240243","2,357590","2,479975"
"240244","2,357665","2,478755"
"240245","2,357893","2,477778"
"240246","2,357893","2,474420"
"240247","2,357363","2,475091"
"240248","2,357438","2,476435"
"240249","2,357287","2,474664"
"240250","2,357893","2,477595"
"240251","2,357968","2,476557"
"240252","2,358195","2,478388"
"240253","2,357665","2,475946"
"240254","2,357665","2,475946"
"240255","2,358120","2,479426"
"240256","2,358044","2,475702"
"240257","2,357363","2,477045"
"240258","2,357590","2,477534"
"240259","2,357665","2,478938"
"240260","2,357968","2,477106"
"240261","2,357968","2,481563"
"240262","2,357968","2,478266"
"240263","2,357438","2,476862"
"240264","2,357211","2,480647"
"240265","2,357590","2,479121"
"240266","2,357741","2,477228"
"240267","2,357968","2,476191"
"240268","2,357438","2,478999"
"240269","2,357590","2,478938"
"240270","2,357136","2,480342"
"240271","2,357514","2,481197"
"240272","2,357893","2,479853"
"240273","2,357438","2,478632"
"240274","2,357136","2,480769"
"240275","2,357438","2,481746"
"240276","2,357741","2,480647"
"240277","2,357665","2,482784"
"240278","2,357665","2,479853"
"240279","2,356606","2,477106"
"240280","2,357136","2,480525"
"240281","2,357363","2,482173"
"240282","2,357741","2,481868"
"240283","2,357514","2,482418"
"240284","2,357060","2,483761"
"240285","2,357287","2,484432"
"240286","2,357438","2,482051"
"240287","2,357741","2,482662"
"240288","2,357514","2,482418"
"240289","2,357136","2,481990"
"240290","2,357363","2,479670"
"240291","2,357211","2,482296"
"240292","2,357514","2,483639"
"240293","2,357590","2,484737"
"240294","2,357136","2,481197"
"240295","2,357060","2,481075"
"240296","2,356984","2,484127"
"240297","2,357136","2,482173"
"240298","2,357590","2,480952"
"240299","2,357060","2,482845"
"240300","2,357211","2,484005"
"240301","2,356681","2,482051"
"240302","2,357136","2,482357"
"240303","2,357438","2,482173"
"240304","2,357211","2,482051"
"240305","2,356984","2,482540"
"240306","2,356606","2,477595"
"240307","2,356681","2,480525"
"240308","2,356908","2,477717"
"240309","2,357136","2,482296"
"240310","2,357287","2,479670"
"240311","2,356681","2,481563"
"240312","2,356454","2,482051"
"240313","2,357438","2,478999"
"240314","2,357211","2,481746"
"240315","2,357136","2,479975"
"240316","2,356908","2,479548"
"240317","2,356606","2,480769"
"240318","2,357211","2,482723"
"240319","2,357136","2,480098"
"240320","2,357363","2,478022"
"240321","2,356908","2,478327"
"240322","2,356606","2,480159"
"240323","2,356757","2,478083"
"240324","2,356908","2,478205"
"240325","2,357211","2,479426"
"240326","2,357060","2,474603"
"240327","2,356681","2,478999"
"240328","2,357136","2,475641"
"240329","2,357060","2,478877"
"240330","2,357287","2,474115"
"240331","2,357287","2,476007"
"240332","2,356757","2,477839"
"240333","2,356606","2,479548"
"240334","2,356681","2,476191"
"240335","2,357363","2,476374"
"240336","2,357060","2,474603"
"240337","2,356151","2,474725"
"240338","2,356606","2,477961"
"240339","2,356908","2,478205"
"240340","2,357060","2,477778"
"240341","2,356908","2,477595"
"240342","2,356227","2,478327"
"240343","2,356681","2,476801"
"240344","2,356681","2,476618"
"240345","2,356908","2,476435"
"240346","2,356984","2,477228"
"240347","2,357060","2,477106"
"240348","2,356303","2,475580"
"240349","2,356379","2,476496"
"240350","2,356757","2,479060"
"240351","2,356908","2,479609"
"240352","2,356833","2,478999"
"240353","2,356000","2,479060"
"240354","2,356530","2,480769"
"240355","2,357060","2,480281"
"240356","2,356908","2,478266"
"240357","2,356681","2,478938"
"240358","2,356303","2,479609"
"240359","2,355924","2,479548"
"240360","2,356379","2,481624"
"240361","2,356606","2,480586"
"240362","2,356984","2,479853"
"240363","2,356227","2,479182"
"240364","2,356379","2,479304"
"240365","2,356379","2,479609"
"240366","2,356454","2,479182"
"240367","2,356303","2,480708"
"240368","2,356303","2,482112"
"240369","2,356227","2,482112"
"240370","2,356379","2,479731"
"240371","2,356530","2,481441"
"240372","2,356530","2,481319"
"240373","2,356454","2,480159"
"240374","2,356151","2,480769"
"240375","2,356227","2,484005"
"240376","2,356606","2,482173"
"240377","2,356681","2,479853"
"240378","2,356681","2,479731"
"240379","2,356303","2,482173"
"240380","2,355849","2,483883"
"240381","2,356151","2,482357"
"240382","2,356530","2,482418"
"240383","2,357363","2,481380"
"240384","2,356303","2,484982"
"240385","2,356151","2,483028"
"240386","2,356227","2,480952"
"240387","2,356151","2,482967"
"240388","2,356379","2,481624"
"240389","2,356379","2,483150"
"240390","2,356076","2,481014"
"240391","2,356000","2,484188"
"240392","2,356379","2,480647"
"240393","2,356530","2,484127"
"240394","2,356303","2,481197"
"240395","2,356000","2,481380"
"240396","2,355849","2,479670"
"240397","2,356303","2,479121"
"240398","2,356379","2,480952"
"240399","2,356303","2,480403"
"240400","2,355546","2,481197"
"240401","2,355924","2,477900"
"240402","2,356076","2,481075"
"240403","2,356757","2,481624"
"240404","2,356530","2,480647"
"240405","2,356303","2,481563"
"240406","2,356076","2,478205"
"240407","2,356000","2,481441"
"240408","2,356076","2,477778"
"240409","2,356530","2,479304"
"240410","2,356303","2,480952"
"240411","2,355849","2,482357"
"240412","2,355849","2,479731"
"240413","2,356000","2,480037"
"240414","2,356227","2,481014"
"240415","2,356303","2,477900"
"240416","2,356000","2,476679"
"240417","2,355697","2,477045"
"240418","2,355622","2,475580"
"240419","2,356076","2,480464"
"240420","2,356303","2,478388"
"240421","2,355622","2,476740"
"240422","2,355622","2,478510"
"240423","2,355773","2,479243"
"240424","2,356076","2,478632"
"240425","2,355849","2,477656"
"240426","2,355697","2,476801"
"240427","2,355319","2,476801"
"240428","2,356303","2,476679"
"240429","2,355924","2,475702"
"240430","2,356379","2,476374"
"240431","2,356227","2,478144"
"240432","2,355697","2,480220"
"240433","2,355622","2,477717"
"240434","2,355849","2,476435"
"240435","2,355849","2,477839"
"240436","2,356227","2,477228"
"240437","2,355697","2,478022"
"240438","2,355773","2,474847"
"240439","2,355773","2,476252"
"240440","2,356227","2,476496"
"240441","2,356000","2,476007"
"240442","2,355546","2,477717"
"240443","2,355773","2,476618"
"240444","2,355924","2,477289"
"240445","2,355924","2,480769"
"240446","2,355924","2,480525"
"240447","2,355924","2,477778"
"240448","2,355622","2,476984"
"240449","2,355546","2,478938"
"240450","2,355697","2,479304"
"240451","2,356151","2,476313"
"240452","2,356000","2,480037"
"240453","2,355773","2,479792"
"240454","2,355243","2,478510"
"240455","2,355470","2,480281"
"240456","2,356076","2,481136"
"240457","2,355697","2,478571"
"240458","2,355394","2,478632"
"240459","2,355319","2,480891"
"240460","2,355546","2,481746"
"240461","2,355546","2,481258"
"240462","2,355470","2,482723"
"240463","2,355394","2,479426"
"240464","2,355470","2,481563"
"240465","2,355394","2,479060"
"240466","2,355773","2,480525"
"240467","2,355924","2,481441"
"240468","2,355546","2,482296"
"240469","2,355470","2,482784"
"240470","2,355167","2,482296"
"240471","2,355546","2,480220"
"240472","2,355924","2,481502"
"240473","2,355546","2,481868"
"240474","2,355546","2,482112"
"240475","2,355546","2,484493"
"240476","2,355167","2,481807"
"240477","2,355622","2,482784"
"240478","2,355394","2,481807"
"240479","2,354334","2,482601"
"240480","2,355092","2,484066"
"240481","2,355167","2,482662"
"240482","2,355773","2,482173"
"240483","2,355319","2,483516"
"240484","2,355167","2,481197"
"240485","2,354864","2,481990"
"240486","2,354864","2,481807"
"240487","2,355470","2,482112"
"240488","2,355546","2,481441"
"240489","2,355394","2,482601"
"240490","2,355470","2,481014"
"240491","2,355167","2,482906"
"240492","2,355016","2,481258"
"240493","2,355470","2,479548"
"240494","2,355394","2,482540"
"240495","2,355092","2,480647"
"240496","2,355016","2,480891"
"240497","2,355092","2,482784"
"240498","2,355394","2,479060"
"240499","2,355167","2,482784"
"240500","2,355092","2,479609"
"240501","2,354864","2,478327"
"240502","2,355016","2,479731"
"240503","2,355243","2,481624"
"240504","2,355243","2,482112"
"240505","2,355167","2,477839"
"240506","2,355167","2,477961"
"240507","2,355016","2,481319"
"240508","2,355016","2,476862"
"240509","2,355319","2,476801"
"240510","2,355092","2,480891"
"240511","2,354789","2,478205"
"240512","2,354789","2,479304"
"240513","2,354864","2,477717"
"240514","2,355394","2,481685"
"240515","2,355016","2,479182"
"240516","2,355167","2,474847"
"240517","2,354713","2,476679"
"240518","2,354713","2,478144"
"240519","2,354864","2,478449"
"240520","2,355622","2,479548"
"240521","2,354562","2,476435"
"240522","2,354486","2,476557"
"240523","2,354789","2,477717"
"240524","2,355167","2,476740"
"240525","2,355016","2,476984"
"240526","2,354486","2,477167"
"240527","2,354410","2,476740"
"240528","2,354334","2,476435"
"240529","2,354789","2,476740"
"240530","2,354713","2,476130"
"240531","2,354864","2,478632"
"240532","2,354713","2,475641"
"240533","2,354789","2,477412"
"240534","2,354637","2,476923"
"240535","2,354410","2,478877"
"240536","2,354637","2,474908"
"240537","2,354334","2,480281"
"240538","2,354334","2,476801"
"240539","2,354410","2,479914"
"240540","2,354789","2,476618"
